557,3255,15970,238300,2630667
562,3282,16095,240200,2651667
567,3308,16220,242100,2672667
571,3335,16345,244000,2693667
576,3361,16470,245900,2714667
580,3388,16595,247800,2735667
585,3414,16720,249700,2756667
590,3441,16845,251600,2777667
594,3467,16970,253500,2798667
599,3494,17095,255400,2819667
603,3520,17220,257300,2840667
608,3547,17345,259200,2861667
613,3573,17470,261100,2882667
617,3600,17595,263000,2903667
622,3626,17720,264900,2924667
626,3653,17845,266800,2945667
631,3679,17970,268700,2966667
636,3706,18095,270600,2987667
640,3732,18220,272500,3008667
645,3759,18345,274400,3029667
649,3785,18470,276300,3050667
654,3812,18595,278200,3071667
659,3838,18720,280100,3092667
663,3865,18845,282000,3113667
668,3891,18970,283900,3134667
672,3918,19095,285800,3155667
677,3944,19220,287700,3176667
682,3971,19345,289600,3197667
686,3997,19470,291500,3218667
691,4024,19595,293400,3239667
695,4050,19720,295300,3260667
700,4077,19845,297200,3281667
705,4103,19970,299100,3302667
709,4130,20095,301000,3323667
714,4156,20220,302900,3344667
718,4183,20345,304800,3365667
723,4209,20470,306700,3386667
728,4236,20595,308600,3407667
732,4262,20720,310500,3428667
737,4289,20845,312400,3449667
741,4315,20970,314300,3470667
746,4342,21095,316200,3491667
751,4368,21220,318100,3512667
755,4395,21345,320000,3533667
760,4421,21470,321900,3554667
764,4448,21595,323800,3575667
769,4474,21720,325700,3596667
774,4501,21845,327600,3617667
778,4527,21970,329500,3638667
783,4554,22095,331400,3659667
787,4580,22220,333300,3680667
792,4607,22345,335200,3701667
797,4633,22470,337100,3722667
801,4660,22595,339000,3743667
806,4686,22720,340900,3764667
810,4713,22845,342800,3785667
815,4739,22970,344700,3806667
820,4766,23095,346600,3827667
824,4792,23220,348500,3848667
829,4819,23345,350400,3869667
833,4845,23470,352300,3890667
838,4872,23595,354200,3911667
843,4898,23720,356100,3932667
847,4925,23845,358000,3953667
852,4951,23970,359900,3974667
856,4978,24095,361800,3995667
861,5004,24220,363700,4016667
866,5031,24345,365600,4037667
870,5057,24470,367500,4058667
875,5084,24595,369400,4079667
879,5110,24720,371300,4100667
884,5137,24845,373200,4121667
889,5163,24970,375100,4142667
893,5190,25095,377000,4163667
898,5216,25220,378900,4184667
902,5243,25345,380800,4205667
907,5269,25470,382700,4226667
912,5296,25595,384600,4247667
916,5322,25720,386500,4268667
921,5349,25845,388400,4289667
925,5375,25970,390300,4310667
