4476 ,44756 ,492194 ,5414240 ,59556594 ,215595500 ,2795106000 ,4182900000 ,55495630000 ,933215000000 
4510 ,45094 ,495907 ,5455091 ,60005952 ,217205000 ,2815974000 ,4214200000 ,55909790000 ,940189000000 
4543 ,45431 ,499621 ,5495942 ,60455310 ,218814500 ,2836842000 ,4245500000 ,56323950000 ,947164000000 
4577 ,45769 ,503335 ,5536793 ,60904668 ,220424000 ,2857710000 ,4276800000 ,56738110000 ,954139000000 
4611 ,46107 ,507048 ,5577643 ,61354026 ,222033500 ,2878578000 ,4308100000 ,57152270000 ,961114000000 
4645 ,46444 ,510762 ,5618494 ,61803383 ,223643000 ,2899446000 ,4339400000 ,57566430000 ,968089000000 
4678 ,46782 ,514475 ,5659345 ,62252741 ,225252500 ,2920314000 ,4370700000 ,57980590000 ,975063000000 
4712 ,47120 ,518189 ,5700195 ,62702099 ,226862000 ,2941182000 ,4402000000 ,58394750000 ,982038000000 
4746 ,47457 ,521903 ,5741046 ,63151457 ,228471500 ,2962050000 ,4433300000 ,58808910000 ,989013000000 
4780 ,47795 ,525616 ,5781897 ,63600815 ,230081000 ,2982918000 ,4464600000 ,59223070000 ,995988000000 
4814 ,48133 ,529330 ,5822748 ,64050172 ,231690500 ,3003786000 ,4495900000 ,59637230000 ,1002960000000 
4847 ,48470 ,533044 ,5863598 ,64499530 ,233300000 ,3024654000 ,4527200000 ,60051390000 ,1009940000000 
4881 ,48808 ,536757 ,5904449 ,64948888 ,234909500 ,3045522000 ,4558500000 ,60465550000 ,1016910000000 
4915 ,49146 ,540471 ,5945300 ,65398246 ,236519000 ,3066390000 ,4589800000 ,60879710000 ,1023890000000 
4949 ,49483 ,544184 ,5986151 ,65847604 ,238128500 ,3087258000 ,4621100000 ,61293870000 ,1030860000000 
4982 ,49821 ,547898 ,6027001 ,66296961 ,239738000 ,3108126000 ,4652400000 ,61708030000 ,1037840000000 
5016 ,50159 ,551612 ,6067852 ,66746319 ,241347500 ,3128994000 ,4683700000 ,62122190000 ,1044810000000 
5050 ,50496 ,555325 ,6108703 ,67195677 ,242957000 ,3149862000 ,4715000000 ,62536350000 ,1051790000000 
5084 ,50834 ,559039 ,6149554 ,67645035 ,244566500 ,3170730000 ,4746300000 ,62950510000 ,1058760000000 
5117 ,51172 ,562753 ,6190404 ,68094393 ,246176000 ,3191598000 ,4777600000 ,63364670000 ,1065740000000 
5151 ,51510 ,566466 ,6231255 ,68543750 ,247785500 ,3212466000 ,4808900000 ,63778830000 ,1072710000000 
5185 ,51847 ,570180 ,6272106 ,68993108 ,249395000 ,3233334000 ,4840200000 ,64192990000 ,1079690000000 
5219 ,52185 ,573894 ,6312957 ,69442466 ,251004500 ,3254202000 ,4871500000 ,64607150000 ,1086660000000 
5253 ,52523 ,577607 ,6353807 ,69891824 ,252614000 ,3275070000 ,4902800000 ,65021310000 ,1093640000000 
5286 ,52860 ,581321 ,6394658 ,70341182 ,254223500 ,3295938000 ,4934100000 ,65435470000 ,1100610000000 
5320 ,53198 ,585034 ,6435509 ,70790539 ,255833000 ,3316806000 ,4965400000 ,65849630000 ,1107580000000 
5354 ,53536 ,588748 ,6476360 ,71239897 ,257442500 ,3337674000 ,4996700000 ,66263790000 ,1114560000000 
5388 ,53873 ,592462 ,6517210 ,71689255 ,259052000 ,3358542000 ,5028000000 ,66677950000 ,1121530000000 
5421 ,54211 ,596175 ,6558061 ,72138613 ,260661500 ,3379410000 ,5059300000 ,67092110000 ,1128510000000 
5455 ,54549 ,599889 ,6598912 ,72587971 ,262271000 ,3400278000 ,5090600000 ,67506270000 ,1135480000000 
5489 ,54886 ,603603 ,6639763 ,73037328 ,263880500 ,3421146000 ,5121900000 ,67920430000 ,1142460000000 
5523 ,55224 ,607316 ,6680613 ,73486686 ,265490000 ,3442014000 ,5153200000 ,68334590000 ,1149430000000 
5557 ,55562 ,611030 ,6721464 ,73936044 ,267099500 ,3462882000 ,5184500000 ,68748750000 ,1156410000000 
5590 ,55899 ,614743 ,6762315 ,74385402 ,268709000 ,3483750000 ,5215800000 ,69162910000 ,1163380000000 
5624 ,56237 ,618457 ,6803166 ,74834760 ,270318500 ,3504618000 ,5247100000 ,69577070000 ,1170360000000 
5658 ,56575 ,622171 ,6844016 ,75284117 ,271928000 ,3525486000 ,5278400000 ,69991230000 ,1177330000000 
5692 ,56913 ,625884 ,6884867 ,75733475 ,273537500 ,3546354000 ,5309700000 ,70405390000 ,1184310000000 
5725 ,57250 ,629598 ,6925718 ,76182833 ,275147000 ,3567222000 ,5341000000 ,70819550000 ,1191280000000 
5759 ,57588 ,633312 ,6966569 ,76632191 ,276756500 ,3588090000 ,5372300000 ,71233710000 ,1198260000000 
5793 ,57926 ,637025 ,7007419 ,77081549 ,278366000 ,3608958000 ,5403600000 ,71647870000 ,1205230000000 
5827 ,58263 ,640739 ,7048270 ,77530906 ,279975500 ,3629826000 ,5434900000 ,72062030000 ,1212210000000 
5860 ,58601 ,644452 ,7089121 ,77980264 ,281585000 ,3650694000 ,5466200000 ,72476190000 ,1219180000000 
5894 ,58939 ,648166 ,7129971 ,78429622 ,283194500 ,3671562000 ,5497500000 ,72890350000 ,1226160000000 
5928 ,59276 ,651880 ,7170822 ,78878980 ,284804000 ,3692430000 ,5528800000 ,73304510000 ,1233130000000 
5962 ,59614 ,655593 ,7211673 ,79328338 ,286413500 ,3713298000 ,5560100000 ,73718670000 ,1240110000000 
5996 ,59952 ,659307 ,7252524 ,79777695 ,288023000 ,3734166000 ,5591400000 ,74132830000 ,1247080000000 
6029 ,60289 ,663021 ,7293374 ,80227053 ,289632500 ,3755034000 ,5622700000 ,74546990000 ,1254060000000 
6063 ,60627 ,666734 ,7334225 ,80676411 ,291242000 ,3775902000 ,5654000000 ,74961150000 ,1261030000000 
6097 ,60965 ,670448 ,7375076 ,81125769 ,292851500 ,3796770000 ,5685300000 ,75375310000 ,1268010000000 
6131 ,61302 ,674161 ,7415927 ,81575127 ,294461000 ,3817638000 ,5716600000 ,75789470000 ,1274980000000 
6164 ,61640 ,677875 ,7456777 ,82024484 ,296070500 ,3838506000 ,5747900000 ,76203630000 ,1281950000000 
6198 ,61978 ,681589 ,7497628 ,82473842 ,297680000 ,3859374000 ,5779200000 ,76617790000 ,1288930000000 
6232 ,62315 ,685302 ,7538479 ,82923200 ,299289500 ,3880242000 ,5810500000 ,77031950000 ,1295900000000 
6266 ,62653 ,689016 ,7579330 ,83372558 ,300899000 ,3901110000 ,5841800000 ,77446110000 ,1302880000000 
6299 ,62991 ,692730 ,7620180 ,83821916 ,302508500 ,3921978000 ,5873100000 ,77860270000 ,1309850000000 
6333 ,63329 ,696443 ,7661031 ,84271273 ,304118000 ,3942846000 ,5904400000 ,78274430000 ,1316830000000 
6367 ,63666 ,700157 ,7701882 ,84720631 ,305727500 ,3963714000 ,5935700000 ,78688590000 ,1323800000000 
6401 ,64004 ,703871 ,7742733 ,85169989 ,307337000 ,3984582000 ,5967000000 ,79102750000 ,1330780000000 
6435 ,64342 ,707584 ,7783583 ,85619347 ,308946500 ,4005450000 ,5998300000 ,79516910000 ,1337750000000 
6468 ,64679 ,711298 ,7824434 ,86068705 ,310556000 ,4026318000 ,6029600000 ,79931070000 ,1344730000000 
6502 ,65017 ,715011 ,7865285 ,86518062 ,312165500 ,4047186000 ,6060900000 ,80345230000 ,1351700000000 
6536 ,65355 ,718725 ,7906136 ,86967420 ,313775000 ,4068054000 ,6092200000 ,80759390000 ,1358680000000 
6570 ,65692 ,722439 ,7946986 ,87416778 ,315384500 ,4088922000 ,6123500000 ,81173550000 ,1365650000000 
6603 ,66030 ,726152 ,7987837 ,87866136 ,316994000 ,4109790000 ,6154800000 ,81587710000 ,1372630000000 
6637 ,66368 ,729866 ,8028688 ,88315494 ,318603500 ,4130658000 ,6186100000 ,82001870000 ,1379600000000 
6671 ,66705 ,733580 ,8069539 ,88764851 ,320213000 ,4151526000 ,6217400000 ,82416030000 ,1386580000000 
6705 ,67043 ,737293 ,8110389 ,89214209 ,321822500 ,4172394000 ,6248700000 ,82830190000 ,1393550000000 
6739 ,67381 ,741007 ,8151240 ,89663567 ,323432000 ,4193262000 ,6280000000 ,83244350000 ,1400530000000 
6772 ,67718 ,744720 ,8192091 ,90112925 ,325041500 ,4214130000 ,6311300000 ,83658510000 ,1407500000000 
6806 ,68056 ,748434 ,8232942 ,90562283 ,326651000 ,4234998000 ,6342600000 ,84072670000 ,1414480000000 
6840 ,68394 ,752148 ,8273792 ,91011640 ,328260500 ,4255866000 ,6373900000 ,84486830000 ,1421450000000 
6874 ,68732 ,755861 ,8314643 ,91460998 ,329870000 ,4276734000 ,6405200000 ,84900990000 ,1428430000000 
6907 ,69069 ,759575 ,8355494 ,91910356 ,331479500 ,4297602000 ,6436500000 ,85315150000 ,1435400000000 
6941 ,69407 ,763289 ,8396345 ,92359714 ,333089000 ,4318470000 ,6467800000 ,85729310000 ,1442380000000 
6975 ,69745 ,767002 ,8437195 ,92809072 ,334698500 ,4339338000 ,6499100000 ,86143470000 ,1449350000000 
7009 ,70082 ,770716 ,8478046 ,93258429 ,336308000 ,4360206000 ,6530400000 ,86557630000 ,1456320000000 
7042 ,70420 ,774429 ,8518897 ,93707787 ,337917500 ,4381074000 ,6561700000 ,86971790000 ,1463300000000 
7076 ,70758 ,778143 ,8559747 ,94157145 ,339527000 ,4401942000 ,6593000000 ,87385950000 ,1470270000000 
7110 ,71095 ,781857 ,8600598 ,94606503 ,341136500 ,4422810000 ,6624300000 ,87800110000 ,1477250000000 
7144 ,71433 ,785570 ,8641449 ,95055861 ,342746000 ,4443678000 ,6655600000 ,88214270000 ,1484220000000 
7178 ,71771 ,789284 ,8682300 ,95505218 ,344355500 ,4464546000 ,6686900000 ,88628430000 ,1491200000000 
7211 ,72108 ,792998 ,8723150 ,95954576 ,345965000 ,4485414000 ,6718200000 ,89042590000 ,1498170000000 
7245 ,72446 ,796711 ,8764001 ,96403934 ,347574500 ,4506282000 ,6749500000 ,89456750000 ,1505150000000 
7279 ,72784 ,800425 ,8804852 ,96853292 ,349184000 ,4527150000 ,6780800000 ,89870910000 ,1512120000000 
7313 ,73121 ,804138 ,8845703 ,97302650 ,350793500 ,4548018000 ,6812100000 ,90285070000 ,1519100000000 
7346 ,73459 ,807852 ,8886553 ,97752007 ,352403000 ,4568886000 ,6843400000 ,90699230000 ,1526070000000 
7380 ,73797 ,811566 ,8927404 ,98201365 ,354012500 ,4589754000 ,6874700000 ,91113390000 ,1533050000000 
7414 ,74134 ,815279 ,8968255 ,98650723 ,355622000 ,4610622000 ,6906000000 ,91527550000 ,1540020000000 
7448 ,74472 ,818993 ,9009106 ,99100081 ,357231500 ,4631490000 ,6937300000 ,91941710000 ,1547000000000 
7481 ,74810 ,822707 ,9049956 ,99549439 ,358841000 ,4652358000 ,6968600000 ,92355870000 ,1553970000000 
7515 ,75148 ,826420 ,9090807 ,99998796 ,360450500 ,4673226000 ,6999900000 ,92770030000 ,1560950000000 
7549 ,75485 ,830134 ,9131658 ,100448154 ,362060000 ,4694094000 ,7031200000 ,93184190000 ,1567920000000 
7583 ,75823 ,833848 ,9172509 ,100897512 ,363669500 ,4714962000 ,7062500000 ,93598350000 ,1574900000000 
7617 ,76161 ,837561 ,9213359 ,101346870 ,365279000 ,4735830000 ,7093800000 ,94012510000 ,1581870000000 
7650 ,76498 ,841275 ,9254210 ,101796228 ,366888500 ,4756698000 ,7125100000 ,94426670000 ,1588850000000 
7684 ,76836 ,844988 ,9295061 ,102245585 ,368498000 ,4777566000 ,7156400000 ,94840830000 ,1595820000000 
7718 ,77174 ,848702 ,9335912 ,102694943 ,370107500 ,4798434000 ,7187700000 ,95254990000 ,1602800000000 
7752 ,77511 ,852416 ,9376762 ,103144301 ,371717000 ,4819302000 ,7219000000 ,95669150000 ,1609770000000 
7785 ,77849 ,856129 ,9417613 ,103593659 ,373326500 ,4840170000 ,7250300000 ,96083310000 ,1616750000000 
7819 ,78187 ,859843 ,9458464 ,104043017 ,374936000 ,4861038000 ,7281600000 ,96497470000 ,1623720000000 
7853 ,78524 ,863557 ,9499315 ,104492374 ,376545500 ,4881906000 ,7312900000 ,96911630000 ,1630690000000 
